"date","page","query","clicks","impressions","ctr","position"
2017-03-13,"http://digi-women.com/zen-hen-by-clare-mulvany/","hen zen",0,1,0,21
2017-01-16,"http://digi-women.com/digiwomen-at-swipe-summit-february-2016/","taking a swipe",0,1,0,8
2017-02-16,"http://digi-women.com/","women in technology ireland",0,1,0,3
2017-01-21,"http://digi-women.com/digiwomen-talk-time-at-the-wearehere-unconference/","wearehere",0,1,0,32
2016-12-31,"http://digi-women.com/zen-hen-by-clare-mulvany/","clare mulvany",0,2,0,5
2017-01-01,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","female technology speaker",0,1,0,88
2017-01-12,"http://digi-women.com/dublin-business-school-careers-fair-2016/","job fair dublin",0,1,0,57
2017-02-24,"http://digi-women.com/","women in technology ireland",0,2,0,9
2016-12-29,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,3,0,3
2016-12-25,"http://digi-women.com/shedidit-patricia-scanlon-of-meowtek/","patricia scanlon",0,2,0,3
2017-02-20,"http://digi-women.com/at-websummit-2014-we-have-3-goals-help-us-realise-them/","oh snap sweden",0,2,0,2
2017-01-04,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,5,0,1.6
2017-01-28,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","nasdaq omx ndr",0,1,0,39
2017-02-16,"http://digi-women.com/two-for-one-at-be-better-at-facebook-for-business/","digi business",0,1,0,45
2017-01-02,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","taravan",0,1,0,1
2016-12-27,"http://digi-women.com/startup-weekend-21-23-nov-2014/","logo startup weekend",0,1,0,1
2017-02-09,"http://digi-women.com/dublin-business-school-careers-fair-2016/","huggnote",0,1,0,24
2017-02-16,"http://digi-women.com/team-member/edel-flynn-and-as-coo-of-the-digital-hub-development-agency/","edel flynn",0,1,0,2
2017-01-10,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,3,0,2.66666666666667
2017-01-15,"http://digi-women.com/more-about-the-unfail-unconference-26th-april-2014/","unfail",0,1,0,17
2016-12-21,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin business schoo",0,1,0,41
2016-12-13,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","taravan",0,2,0,1
2017-01-08,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","icostume",0,1,0,10
2017-01-07,"http://digi-women.com/zen-hen-by-clare-mulvany/","zen hen",0,1,0,11
2017-02-14,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dbs castle house",0,2,0,1
2017-01-08,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","female technology speaker",0,1,0,86
2017-01-25,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","brindusa fidanza",0,1,0,82
2017-02-15,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","nora khaldi husband",0,1,0,14
2017-02-16,"http://digi-women.com/two-females-15-males-gender-balance-failure/","female digital marketing speakers",0,1,0,32
2017-02-07,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin bussines school",0,2,0,36
2017-02-01,"http://digi-women.com/digiwomen-at-swipe-summit-february-2016/","taking a swipe",0,1,0,10
2017-02-12,"http://digi-women.com/startup-weekend-21-23-nov-2014/","startup weekend logo",0,2,0,1
2017-01-26,"http://digi-women.com/event-organisers-we-want-30pc-quota/","the event organisers",0,1,0,134
2016-12-30,"http://digi-women.com/team-member/gina-bowes/","gina bowes",0,1,0,2
2017-01-07,"http://digi-women.com/team-member/three-thought-bubbles/","three thought bubbles",0,1,0,7
2017-02-04,"http://digi-women.com/","digi website",0,2,0,27.5
2017-01-26,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dbs career website",0,1,0,44
2017-02-20,"http://digi-women.com/digiwomen-talk-time-at-the-wearehere-unconference/","wearehere",0,1,0,32
2017-02-09,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,8,0,3.75
2017-01-27,"http://digi-women.com/","women in tech dublin",0,1,0,9
2017-02-15,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","alexandra suich husband",0,1,0,18
2017-02-09,"http://digi-women.com/team-member/yoga-with-emma/","yoga with emma",0,2,0,9.5
2016-12-16,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","web summit 2014",0,1,0,29
2017-03-04,"http://digi-women.com/shedidit-patricia-scanlon-of-meowtek/","patricia scanlon",0,8,0,5.875
2017-03-02,"http://digi-women.com/team-member/edel-flynn-and-as-coo-of-the-digital-hub-development-agency/","edel flynn",0,3,0,2.33333333333333
2017-02-10,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dbs business school",0,1,0,29
2016-12-18,"http://digi-women.com/team-member/jennie-brennan-virtual-office-worx/","jennie brennan",0,1,0,40
2017-01-24,"http://digi-women.com/","digi facebook",0,1,0,15
2017-02-23,"http://digi-women.com/two-for-one-at-be-better-at-facebook-for-business/","tracey monaghan",0,1,0,43
2016-12-21,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","silicon republic",0,1,0,25
2017-02-19,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","web summit speakers",0,1,0,32
2017-02-04,"http://digi-women.com/team-member/jennie-brennan-virtual-office-worx/","virtual office worx",0,1,0,10
2017-02-17,"http://digi-women.com/wearehere-unfail-unconference/","unfail",0,2,0,10
2017-01-22,"http://digi-women.com/29-female-speakers-at-web-summit-2013/","web summit 2013",0,1,0,19
2017-01-18,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin business school",0,4,0,37.25
2017-02-19,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","ann neidenbach",0,1,0,49
2017-02-25,"http://digi-women.com/zen-hen-by-clare-mulvany/","clare mulvany",0,1,0,4
2017-02-17,"http://digi-women.com/startup-dublin-is-stronger-together/","niamh@startupdublin.com",0,1,0,10
2016-12-28,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","seema mody facebook",0,2,0,43
2017-01-29,"http://digi-women.com/team-member/jessica-maybury-elucidate/","jessica maybury",0,1,0,1
2017-02-25,"http://digi-women.com/digiwomen-talk-time-at-the-wearehere-unconference/","wewerehere",0,1,0,27
2016-12-19,"http://digi-women.com/team-member/joanna-norton-education-apps/","joanna norton",0,5,0,4.2
2017-02-21,"http://digi-women.com/team-member/edel-flynn-and-as-coo-of-the-digital-hub-development-agency/","digital hub development agency",0,2,0,36
2017-01-31,"http://digi-women.com/zen-hen-by-clare-mulvany/","zen hen",0,2,0,7
2017-01-06,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin business school",0,2,0,46.5
2017-02-07,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin business school vacancies",0,1,0,37
2017-01-07,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","female technology speaker",0,1,0,80
2017-02-24,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","icostume",0,1,0,7
2016-12-13,"http://digi-women.com/author/admin/","pauline sargent",0,1,0,13
2016-12-17,"http://digi-women.com/team-member/yoga-with-emma/","yoga with emma",0,1,0,6
2016-12-30,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","web summit 2014",0,2,0,28
2017-02-07,"http://digi-women.com/","women in technology ireland",0,1,0,3
2017-01-09,"http://digi-women.com/team-member/edel-flynn-and-as-coo-of-the-digital-hub-development-agency/","edel flynn",0,3,0,2
2017-03-09,"http://digi-women.com/women-technology-groups-ireland-meet/","meet women in ireland",0,1,0,28
2017-02-19,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","icostume",0,1,0,9
2017-01-18,"http://digi-women.com/digiwomen-talk-time-at-the-wearehere-unconference/","talktime digi",0,1,0,10
2017-03-08,"http://digi-women.com/team-member/aoife-porter-bua-marketing/","aoife porter",0,1,0,9
2017-01-13,"http://digi-women.com/dublin-business-school-careers-fair-2016/","unipupil",0,1,0,45
2017-02-06,"http://digi-women.com/29-female-speakers-at-web-summit-2013/","web summit 2013",0,1,0,3
2017-02-03,"http://digi-women.com/ndrc-female-founders/","tara van zyl",0,1,0,6
2016-12-20,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","icostume",0,1,0,8
2017-01-19,"http://digi-women.com/women-technology-groups-ireland-meet/","women techmakers",0,2,0,8.5
2017-01-29,"http://digi-women.com/","facebook digi",0,1,0,12
2017-01-05,"http://digi-women.com/startup-weekend-21-23-nov-2014/","startup weekend logo",0,2,0,1
2017-03-13,"http://digi-women.com/events/2017/02/women-data-science-wids-2017-rutgers-university/","rutgers data science",0,1,0,26
2017-02-01,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,2,0,2
2016-12-20,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","web summit 2014",0,1,0,20
2017-03-10,"http://digi-women.com/","digi woman",0,1,0,5
2017-02-27,"http://digi-women.com/koffee-klatsch-something-new-in-dublin/","koffee klatsch",0,1,0,20
2017-02-20,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","icostume",0,1,0,5
2017-01-01,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","ann neidenbach",0,1,0,49
2017-01-26,"http://digi-women.com/dublin-business-school-careers-fair-2016/","emerald group marketing dublin",0,1,0,30
2017-01-04,"http://digi-women.com/team-member/lisa-nolan-virtual-admin/","lisa nolan linkedin",0,1,0,6
2017-01-24,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","web summit 2015 speakers",0,1,0,10
2017-03-09,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","game of thrones costumes for women",0,1,0,26
2017-02-07,"http://digi-women.com/women-technology-groups-ireland-meet/","meet women in ireland",0,1,0,22
2017-01-25,"http://digi-women.com/","digi ireland",0,1,0,9
2017-02-03,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","web summit 2014",0,1,0,27
2017-01-30,"http://digi-women.com/ndrc-female-founders/","tara van zyl",0,2,0,6
2017-02-16,"http://digi-women.com/digiwomen-talk-time-at-the-wearehere-unconference/","wewerehere",0,1,0,30
2017-01-22,"http://digi-women.com/digiwomen-at-web-summit-2014/","websummit 2014",0,1,0,30
2017-02-07,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dbs business school",0,1,0,28
2017-01-09,"http://digi-women.com/two-for-one-at-be-better-at-facebook-for-business/","how much is a facebook sponsored ad",0,1,0,23
2017-01-01,"http://digi-women.com/digiwomen-at-web-summit-2014/","sarah doran facebook",0,1,0,39
2017-02-03,"http://digi-women.com/two-for-one-at-be-better-at-facebook-for-business/","carousel format facebook help",0,2,0,141.5
2017-03-07,"http://digi-women.com/team-member/jessica-maybury-elucidate/","jessica maybury",0,1,0,1
2017-02-08,"http://digi-women.com/","women in technology ireland",0,2,0,3
2017-01-03,"http://digi-women.com/making-ireland-click-pauline-sargent/","yvonne costello facebook",0,1,0,9
2017-02-16,"http://digi-women.com/author/enormous/","roseanne smith",0,1,0,10
2017-03-10,"http://digi-women.com/team-member/lorna-keogh/","lorna keogh instagram",0,1,0,6
2017-02-02,"http://digi-women.com/team-member/yoga-with-emma/","yoga with emma",0,3,0,9
2017-02-21,"http://digi-women.com/startup-weekend-21-23-nov-2014/","startup weekend logo",0,2,0,1
2017-02-03,"http://digi-women.com/shedidit-patricia-scanlon-of-meowtek/","patricia scanlon",0,4,0,4.5
2017-01-12,"http://digi-women.com/startup-weekend-21-23-nov-2014/","logo startup weekend",0,2,0,1
2017-02-22,"http://digi-women.com/zen-hen-by-clare-mulvany/","zen hen",0,2,0,4
2017-02-06,"http://digi-women.com/contact-us/","digiwomen",0,1,0,1
2017-03-13,"http://digi-women.com/team-member/lorna-keogh/","lorna keogh instagram",0,1,0,6
2017-01-21,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dbs careers",0,2,0,36.5
2017-01-24,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","tara van zyl",0,1,0,10
2017-01-07,"http://digi-women.com/dublin-business-school-digiwomen-society/","dbs dublin",0,1,0,28
2017-01-25,"http://digi-women.com/team-member/jennie-brennan-virtual-office-worx/","virtual office worx",0,1,0,10
2017-03-13,"http://digi-women.com/team-member/aoife-porter-bua-marketing/","aoife porter",0,2,0,9
2017-01-11,"http://digi-women.com/embrace-your-feminine-side-why-being-sensitive-is-good-for-business/","melissa doran",0,1,0,4
2016-12-26,"http://digi-women.com/author/admin/","digiwomen",0,2,0,3
2017-01-31,"http://digi-women.com/be-better-at-facebook-for-business/","digi facebook",0,1,0,19
2017-01-24,"http://digi-women.com/shedidit-patricia-scanlon-of-meowtek/","patricia scanlon",0,6,0,5.16666666666667
2016-12-29,"http://digi-women.com/be-better-at-facebook-for-business/","digi facebook",0,1,0,7
2016-12-16,"http://digi-women.com/contact-us/","digiwomen",0,1,0,1
2017-02-09,"http://digi-women.com/embrace-your-feminine-side-why-being-sensitive-is-good-for-business/","melissa doran",0,1,0,4
2017-01-29,"http://digi-women.com/team-member/liz-lennon-site-design-in-one-day/","liz lennon",0,2,0,4.5
2017-01-25,"http://digi-women.com/zen-hen-by-clare-mulvany/","zen hen",0,1,0,9
2017-02-05,"http://digi-women.com/team-member/jessica-maybury-elucidate/","jessica maybury",0,1,0,1
2016-12-21,"http://digi-women.com/tech-women-speaking-at-the-swipe-summit/","swipe summit",0,1,0,9
2016-12-18,"http://digi-women.com/dublin-business-school-careers-fair-2016/","digi career",0,1,0,24
2017-01-08,"http://digi-women.com/more-about-the-unfail-unconference-26th-april-2014/","unfail",0,1,0,32
2017-03-02,"http://digi-women.com/","women in technology",0,1,0,13
2017-03-03,"http://digi-women.com/wearehere-unfail-unconference/","unfail",0,1,0,17
2017-01-01,"http://digi-women.com/team-member/edel-flynn-and-as-coo-of-the-digital-hub-development-agency/","edel flynn",0,1,0,2
2016-12-27,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,2,0,2
2017-03-13,"http://digi-women.com/team-member/jessica-maybury-elucidate/","jessica maybury",0,1,0,1
2017-03-01,"http://digi-women.com/be-better-at-facebook-for-business/","facebook digi",0,1,0,13
2017-03-13,"http://digi-women.com/author/admin/","pauline sargent",0,1,0,5
2017-01-24,"http://digi-women.com/zen-hen-by-clare-mulvany/","clare mulvany",0,1,0,4
2017-01-06,"http://digi-women.com/wearehere-unfail-unconference/","unfail",0,1,0,24
2017-01-13,"http://digi-women.com/tech-women-speaking-at-the-swipe-summit/","digiwomen",0,1,0,3
2017-02-18,"http://digi-women.com/we-are-here-women-in-tech/","pyladies dublin",0,1,0,35
2017-02-14,"http://digi-women.com/startup-dublin-is-stronger-together/","niamh@startupdublin.com",0,1,0,9
2016-12-22,"http://digi-women.com/author/admin/","digiwomen",0,1,0,3
2017-02-06,"http://digi-women.com/digiwomen-at-swipe-summit-february-2016/","taking a swipe",0,1,0,7
2017-01-22,"http://digi-women.com/startup-weekend-21-23-nov-2014/","startup weekend logo",0,1,0,1
2017-01-29,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","ann neidenbach",0,1,0,48
2017-01-04,"http://digi-women.com/","digi ireland",0,2,0,6.5
2017-02-27,"http://digi-women.com/dublin-business-school-digiwomen-society/","dublin business school",0,1,0,59
2016-12-20,"http://digi-women.com/we-are-here-women-in-tech/","women in technology",0,1,0,22
2017-02-19,"http://digi-women.com/digiwomen-at-swipe-summit-february-2016/","taking a swipe",0,1,0,10
2017-02-09,"http://digi-women.com/","digi ireland",0,2,0,10.5
2017-03-07,"http://digi-women.com/wearehere-unfail-unconference/","unfail",0,1,0,12
2017-03-07,"http://digi-women.com/dublin-business-school-digiwomen-society/","dublin business school",0,1,0,33
2017-02-17,"http://digi-women.com/the-digiwomen-launch/","digi women",0,1,0,2
2017-01-14,"http://digi-women.com/","facebook workshop",0,1,0,134
2016-12-22,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","brindusa fidanza",0,1,0,80
2017-01-31,"http://digi-women.com/zen-hen-by-clare-mulvany/","clare mulvany",0,1,0,5
2016-12-20,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","alexandra suich husband",0,1,0,19
2017-03-02,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke silicon republic",0,1,0,5
2017-02-08,"http://digi-women.com/author/admin/","pauline sargent",0,3,0,9
2017-01-10,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","female speakers",0,1,0,32
2017-01-27,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","icostume",0,2,0,9
2016-12-13,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","female technology speaker",0,1,0,68
2017-01-31,"http://digi-women.com/team-member/edel-flynn-and-as-coo-of-the-digital-hub-development-agency/","edel flynn",0,1,0,2
2017-03-07,"http://digi-women.com/","digi woman",0,1,0,2
2016-12-14,"http://digi-women.com/startup-weekend-21-23-nov-2014/","startup weekend logo",0,2,0,1
2017-03-10,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","tara van",0,2,0,29
2016-12-24,"http://digi-women.com/dublin-business-school-careers-fair-2016/","comfort keepers jobs",0,1,0,38
2017-02-06,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,4,0,2.5
2017-02-22,"http://digi-women.com/author/yvonnec/","yvonne costello facebook",0,4,0,9
2017-01-23,"http://digi-women.com/startup-dublin-is-stronger-together/","startup dublin",0,1,0,38
2017-01-07,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","icostume",0,1,0,8
2017-03-11,"http://digi-women.com/event-organisers-we-want-30pc-quota/","business event organisers",0,1,0,344
2017-01-09,"http://digi-women.com/startup-weekend-21-23-nov-2014/","startup weekend logo",0,2,0,1
2016-12-28,"http://digi-women.com/tech-women-speaking-at-the-swipe-summit/","swipe summit",0,1,0,9
2017-01-23,"http://digi-women.com/missing-women-in-tech-for-web-summit-2013/","web summit women in tech",0,1,0,44
2017-01-02,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","ann neidenbach nasdaq",0,2,0,38
2017-03-13,"http://digi-women.com/team-member/gina-bowes/","gina bowes",0,1,0,2
2016-12-24,"http://digi-women.com/author/yvonnec/","yvonne costello",0,1,0,10
2017-03-08,"http://digi-women.com/team-member/joanna-norton-education-apps/","joanna norton",0,5,0,7.4
2017-03-10,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dbs dublin",0,1,0,60
2017-01-14,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,6,0,3.5
2017-01-15,"http://digi-women.com/","digi website",0,1,0,7
2017-02-18,"http://digi-women.com/zen-hen-by-clare-mulvany/","zen hen",0,3,0,6.66666666666667
2017-02-20,"http://digi-women.com/digiwomen-to-host-pub-summit-27th-june-2013/","pub summit",0,1,0,17
2017-02-16,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dbs castle house",0,2,0,5.5
2017-02-08,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","nora khaldi wikipedia",0,1,0,26
2017-03-01,"http://digi-women.com/team-member/jennie-brennan-virtual-office-worx/","virtual office worx",0,1,0,7
2017-03-12,"http://digi-women.com/","digi woman",0,2,0,1
2017-01-23,"http://digi-women.com/team-member/joanna-norton-education-apps/","joanna norton",0,1,0,4
2017-01-09,"http://digi-women.com/making-ireland-click-pauline-sargent/","make ireland click",0,1,0,9
2017-02-03,"http://digi-women.com/team-member/liz-lennon-site-design-in-one-day/","liz lennon",0,2,0,2
2017-02-18,"http://digi-women.com/events/2017/02/women-data-science-wids-2017-rutgers-university/","data science rutgers",0,1,0,33
2017-01-14,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","nasdaq omx ndr",0,1,0,46
2017-03-02,"http://digi-women.com/","digi website",0,1,0,6
2017-02-08,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,3,0,1.33333333333333
2017-03-02,"http://digi-women.com/author/admin/","pauline sargent",0,2,0,4
2017-01-20,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,3,0,2
2016-12-18,"http://digi-women.com/shedidit-patricia-scanlon-of-meowtek/","patricia scanlon",0,1,0,7
2017-03-01,"http://digi-women.com/contact-us/","digiwomen",0,2,0,2
2017-02-02,"http://digi-women.com/","women in technology ireland",0,1,0,3
2017-03-06,"http://digi-women.com/team-member/jessica-maybury-elucidate/","jessica maybury",0,3,0,1
2016-12-24,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","taravan",0,1,0,1
2017-03-09,"http://digi-women.com/author/admin/","pauline sargent",0,2,0,6
2017-02-06,"http://digi-women.com/two-females-15-males-gender-balance-failure/","males pictures",0,1,0,122
2017-01-26,"http://digi-women.com/","women in technology ireland",0,3,0,3.33333333333333
2017-01-19,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,3,0,3.66666666666667
2017-02-07,"http://digi-women.com/team-member/jennie-brennan-virtual-office-worx/","virtual office worx",0,1,0,13
2017-02-23,"http://digi-women.com/digiwomen-talk-time-at-the-wearehere-unconference/","wewerehere",0,1,0,32
2017-01-27,"http://digi-women.com/team-member/liz-lennon-site-design-in-one-day/","liz lennon",0,3,0,4.66666666666667
2017-03-10,"http://digi-women.com/team-member/pauline-sargent-social-zavvy/","pauline sargent",0,3,0,4.33333333333333
2017-02-16,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","icostume",0,1,0,8
2017-02-09,"http://digi-women.com/two-for-one-at-be-better-at-facebook-for-business/","carousel format facebook help",0,1,0,145
2017-02-17,"http://digi-women.com/be-better-at-facebook-for-business/","digi facebook",0,1,0,11
2017-02-17,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","ann neidenbach",0,1,0,50
2017-03-07,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","taravan",0,1,0,1
2017-01-30,"http://digi-women.com/","digi facebook",0,1,0,15
2017-02-02,"http://digi-women.com/team-member/joanna-norton-education-apps/","joanna norton",0,3,0,6.66666666666667
2017-01-15,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","ann neidenbach",0,1,0,48
2017-02-24,"http://digi-women.com/digiwomen-talk-time-at-the-wearehere-unconference/","wewerehere",0,1,0,28
2016-12-25,"http://digi-women.com/","digi facebook",0,1,0,15
2017-01-09,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,2,0,3
2017-02-04,"http://digi-women.com/wearehere-unfail-unconference/","unfail",0,1,0,12
2017-03-11,"http://digi-women.com/startup-weekend-21-23-nov-2014/","startup weekend logo",0,1,0,1
2017-03-07,"http://digi-women.com/at-websummit-2014-we-have-3-goals-help-us-realise-them/","oh snap sweden",0,1,0,2
2017-01-24,"http://digi-women.com/two-females-15-males-gender-balance-failure/","female digital marketing speakers",0,1,0,42
2017-02-10,"http://digi-women.com/events/2017/02/women-data-science-wids-2017-rutgers-university/","rutgers data science",0,1,0,33
2017-02-18,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","tara van zyl",0,1,0,6
2017-02-22,"http://digi-women.com/shedidit-patricia-scanlon-of-meowtek/","patricia scanlon",0,1,0,9
2017-01-20,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin business school",0,2,0,36.5
2017-01-02,"http://digi-women.com/team-member/edel-flynn-and-as-coo-of-the-digital-hub-development-agency/","edel flynn",0,1,0,2
2016-12-20,"http://digi-women.com/author/enormous/","roseanne smith",0,1,0,10
2016-12-14,"http://digi-women.com/zen-hen-by-clare-mulvany/","zenhen",0,1,0,10
2017-01-03,"http://digi-women.com/","digi ireland",0,2,0,8
2017-02-25,"http://digi-women.com/two-for-one-at-be-better-at-facebook-for-business/","yvolution dublin",0,1,0,45
2017-01-27,"http://digi-women.com/shedidit-patricia-scanlon-of-meowtek/","patricia scanlon",0,1,0,6
2016-12-30,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","female technology speaker",0,1,0,72
2017-03-07,"http://digi-women.com/digiwomen-talk-time-at-the-wearehere-unconference/","wewerehere",0,1,0,31
2017-02-21,"http://digi-women.com/zen-hen-by-clare-mulvany/","zen hen",0,1,0,7
2017-01-04,"http://digi-women.com/shedidit-patricia-scanlon-of-meowtek/","patricia scanlon",0,1,0,6
2016-12-17,"http://digi-women.com/team-member/jessica-maybury-elucidate/","jessica maybury",0,2,0,1
2017-02-20,"http://digi-women.com/about-digiwomen/","digi women",0,2,0,4
2017-02-07,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dbs careers",0,1,0,42
2017-01-14,"http://digi-women.com/startup-weekend-21-23-nov-2014/","startupweekend logo",0,1,0,1
2017-02-16,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin business school",0,2,0,46.5
2017-02-21,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","icostume",0,1,0,10
2017-03-13,"http://digi-women.com/team-member/joanna-norton-education-apps/","joanna norton",0,1,0,1
2016-12-15,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","women speakers",0,1,0,35
2017-01-02,"http://digi-women.com/making-ireland-click-pauline-sargent/","yvonne costello facebook",0,1,0,10
2016-12-17,"http://digi-women.com/shedidit-patricia-scanlon-of-meowtek/","patricia scanlon",0,1,0,7
2017-02-14,"http://digi-women.com/team-member/jennie-brennan-virtual-office-worx/","virtual office worx",0,1,0,11
2017-02-12,"http://digi-women.com/wearehere-unfail-unconference/","unfail",0,1,0,337
2017-01-28,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","icostume",0,2,0,9
2017-02-03,"http://digi-women.com/","digi ireland",0,1,0,8
2016-12-16,"http://digi-women.com/digiwomen-blog/","digiwomen",0,1,0,1
2017-02-07,"http://digi-women.com/tag/melissa-doran/","melissa doran",0,1,0,41
2016-12-25,"http://digi-women.com/author/yvonnec/","yvonne costello",0,4,0,10
2017-02-26,"http://digi-women.com/startup-weekend-21-23-nov-2014/","startup weekend logo",0,2,0,1
2017-01-26,"http://digi-women.com/digiwomen-at-swipe-summit-february-2016/","swipe summit",0,1,0,6
2017-02-26,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,1,0,3
2017-01-15,"http://digi-women.com/be-better-at-twitter/","digi twitter",0,1,0,40
2017-01-03,"http://digi-women.com/two-females-15-males-gender-balance-failure/","female digital marketing speakers",0,1,0,45
2017-01-22,"http://digi-women.com/team-member/elaine-burke-silicon-republic/","elaine burke",0,4,0,6.5
2017-02-10,"http://digi-women.com/digiwomen-at-swipe-summit-february-2016/","taking a swipe",0,1,0,10
2017-01-25,"http://digi-women.com/team-member/joanna-norton-education-apps/","joanna norton",0,1,0,6
2017-01-11,"http://digi-women.com/press-releases/","rita tobin",0,1,0,59
2017-02-09,"http://digi-women.com/event-organisers-we-want-30pc-quota/","the event organisers",0,1,0,137
2017-02-24,"http://digi-women.com/female-speakers-at-web-summit-2014-shedidit/","ann neidenbach",0,1,0,50
2017-03-07,"http://digi-women.com/dublin-business-school-digiwomen-society/","dublin business",0,1,0,46
2017-02-06,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","tara van zyl",0,2,0,4.5
2017-03-04,"http://digi-women.com/tag/melissa-doran/","melissa doran",0,1,0,58
2017-01-16,"http://digi-women.com/team-member/jessica-maybury-elucidate/","jessica maybury",0,1,0,1
2016-12-23,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dublin business school",0,2,0,40
2017-01-03,"http://digi-women.com/shedidit-tara-van-zyl-of-icostume/","taravan",0,1,0,1
2017-02-09,"http://digi-women.com/dublin-business-school-careers-fair-2016/","dbs castle house",0,1,0,10
2017-01-14,"http://digi-women.com/","digi facebook",0,1,0,7
2017-02-06,"http://digi-women.com/author/admin/","pauline sargent",0,1,0,10
2017-01-31,"http://digi-women.com/two-for-one-at-be-better-at-facebook-for-business/","priya monga",0,1,0,28
